x,y,z
10.6,2.2,0.247964497
10.8,2.2,0.255273542
11,2.2,0.262582588
11.2,2.2,0.268397109
11.4,2.2,0.27421163
11.6,2.2,0.280026151
11.8,2.2,0.285840673
12,2.2,0.291655194
12.2,2.2,0.29708289
12.4,2.2,0.302510585
12.6,2.2,0.307938281
12.8,2.2,0.313365976
13,2.2,0.318793672
13.2,2.2,0.318452984
13.4,2.2,0.318112297
13.6,2.2,0.317771609
13.8,2.2,0.317430922
14,2.2,0.317090234
14.2,2.2,0.311952514
14.4,2.2,0.306814794
14.6,2.2,0.301677074
14.8,2.2,0.296539355
15,2.2,0.291401635
15.2,2.2,0.287111188
15.4,2.2,0.28282074
15.6,2.2,0.278530293
15.8,2.2,0.274239846
16,2.2,0
0,2.4,0.185647121
0.2,2.4,0.196391946
0.4,2.4,0.207136772
0.6,2.4,0.217881597
0.8,2.4,0.228626423
1,2.4,0.239371248
1.2,2.4,0.250697959
1.4,2.4,0.262024671
1.6,2.4,0.273351382
1.8,2.4,0.284678094
2,2.4,0.296004805
2.2,2.4,0.300765147
2.4,2.4,0.305525489
2.6,2.4,0.31028583
2.8,2.4,0.315046172
3,2.4,0.319806514
3.2,2.4,0.32225229
3.4,2.4,0.324698066
3.6,2.4,0.327143842
3.8,2.4,0.329589618
4,2.4,0.332035394
4.2,2.4,0.327668586
4.4,2.4,0.323301778
4.6,2.4,0.318934969
4.8,2.4,0.314568161
5,2.4,0.310201353
5.2,2.4,0.305725453
5.4,2.4,0.301249552
5.6,2.4,0.296773652
5.8,2.4,0.292297751
6,2.4,0.287821851
6.2,2.4,0.283564728
6.4,2.4,0.279307604
6.6,2.4,0.275050481
6.8,2.4,0.270793357
7,2.4,0.266536234
7.2,2.4,0.260738189
7.4,2.4,0.254940144
7.6,2.4,0.249142099
7.8,2.4,0.243344054
8,2.4,0.237546009
8.2,2.4,0.23716539
8.4,2.4,0.236784771
8.6,2.4,0.236404151
8.8,2.4,0.236023532
9,2.4,0.235642913
9.2,2.4,0.237754125
9.4,2.4,0.239865337
9.6,2.4,0.24197655
9.8,2.4,0.244087762
10,2.4,0.246198974
10.2,2.4,0.254179872
10.4,2.4,0.26216077
10.6,2.4,0.270141667
10.8,2.4,0.278122565
11,2.4,0.286103463
11.2,2.4,0.292501559
11.4,2.4,0.298899655
11.6,2.4,0.30529775
11.8,2.4,0.311695846
12,2.4,0.318093942
12.2,2.4,0.323585855
12.4,2.4,0.329077768
12.6,2.4,0.334569682
12.8,2.4,0.340061595
13,2.4,0.345553508
13.2,2.4,0.345354356
13.4,2.4,0.345155204
13.6,2.4,0.344956053
13.8,2.4,0.344756901
14,2.4,0.344557749
14.2,2.4,0.339353437
14.4,2.4,0.334149126
14.6,2.4,0.328944814
14.8,2.4,0.323740503
15,2.4,0.318536191
15.2,2.4,0.313916948
15.4,2.4,0.309297705
15.6,2.4,0.304678461
15.8,2.4,0.300059218
16,2.4,0
0,2.6,0.203816776
0.2,2.6,0.215664084
0.4,2.6,0.227511391
0.6,2.6,0.239358699
0.8,2.6,0.251206006
1,2.6,0.263053314
1.2,2.6,0.275212358
1.4,2.6,0.287371401
1.6,2.6,0.299530445
1.8,2.6,0.311689489
2,2.6,0.323848533
2.2,2.6,0.329460768
2.4,2.6,0.335073002
2.6,2.6,0.340685237
